### CGp=(-7.500,-7.500,-1.000)     CGw=(0.000,0.000,1.000) 
32 8.979 8.961 21.280  0.35  -0.066 -0.123 0.320  8.913 8.838 21.600
# X=43 Y=41 Z=113
# collide dist=1.19e-01
57 8.913 8.838 21.600  0.12  -0.023 -0.042 0.109  8.890 8.796 21.709
32 8.890 8.796 21.709  0.27  -0.090 -0.248 0.063  8.800 8.548 21.772
# X=43 Y=39 Z=109
57 8.800 8.548 21.772  0.60  -0.200 -0.552 0.140  8.600 7.995 21.913
32 8.600 7.995 21.913  0.00  -0.000 -0.000 0.000  8.600 7.995 21.913
### escape
### CGp=(-3.500,-3.500,-1.000)     CGw=(0.000,0.000,1.000) 
0 29.324 15.500 37.374  0.90  -0.636 0.000 -0.636  28.688 15.500 36.738
1 28.688 15.500 36.738  0.10  -0.071 0.000 -0.071  28.617 15.500 36.667
5 28.617 15.500 36.667  1.00  -0.707 0.000 -0.707  27.910 15.500 35.960
5 27.910 15.500 35.960  0.00  -0.000 0.000 -0.000  27.910 15.500 35.960
3 27.910 15.500 35.960  8.55  -6.046 0.000 -6.046  21.864 15.500 29.914
1 21.864 15.500 29.914  1.01  -0.714 0.000 -0.714  21.150 15.500 29.200
#  entering Box at 3.39
0 21.150 15.500 29.200  3.39  -2.400 0.000 -2.400  18.750 15.500 26.800
32 18.750 15.500 26.800  0.00  -0.000 0.000 -0.000  18.750 15.500 26.800
#  entering Box at 0.00
0 18.750 15.500 26.800  0.00  -0.000 0.000 -0.000  18.750 15.500 26.800
32 18.750 15.500 26.800  2.47  -1.750 0.000 -1.750  17.000 15.500 25.050
# collide dist=6.99e-01
57 17.000 15.500 25.050  0.70  -0.494 0.000 -0.494  16.506 15.500 24.556
56 16.506 15.500 24.556  0.35  0.037 -0.100 -0.328  16.542 15.400 24.227
57 16.542 15.400 24.227  0.24  0.025 -0.069 -0.227  16.568 15.331 24.000
# collide dist=9.55e-01
56 16.568 15.331 24.000  0.96  0.101 -0.277 -0.909  16.669 15.054 23.091
57 16.669 15.054 23.091  0.17  0.131 -0.075 -0.076  16.800 14.979 23.015
# collide dist=2.61e+00
56 16.800 14.979 23.015  2.61  2.023 -1.161 -1.177  18.823 13.818 21.838
57 18.823 13.818 21.838  0.16  -0.023 -0.145 0.066  18.800 13.673 21.904
# collide dist=6.66e-02
56 18.800 13.673 21.904  0.07  -0.010 -0.060 0.027  18.790 13.613 21.932
57 18.790 13.613 21.932  0.22  0.210 -0.004 0.055  19.000 13.609 21.987
56 19.000 13.609 21.987  0.52  0.502 -0.009 0.132  19.502 13.600 22.119
# X=103 Y=67 Z=112
# collide dist=6.08e-01
57 19.502 13.600 22.119  0.61  0.588 -0.011 0.155  20.090 13.589 22.275
32 20.090 13.589 22.275  0.25  0.028 -0.189 -0.162  20.118 13.400 22.112
# X=104 Y=38 Z=86
# collide dist=1.87e+00
57 20.118 13.400 22.112  1.87  0.210 -1.412 -1.214  20.328 11.988 20.898
32 20.328 11.988 20.898  0.33  0.261 -0.188 -0.056  20.589 11.800 20.842
# X=107 Y=56 Z=103
# collide dist=7.37e-01
57 20.589 11.800 20.842  0.74  0.589 -0.424 -0.128  21.178 11.376 20.714
32 21.178 11.376 20.714  0.19  -0.178 0.054 0.017  21.000 11.430 20.731
# collide dist=1.14e+00
57 21.000 11.430 20.731  1.14  -1.086 0.329 0.102  19.914 11.759 20.833
# collide dist=1.96e-01
56 19.914 11.759 20.833  0.20  -0.179 0.024 0.074  19.735 11.783 20.907
57 19.735 11.783 20.907  0.14  0.097 -0.046 0.093  19.832 11.737 21.000
# collide dist=1.72e-01
56 19.832 11.737 21.000  0.17  0.118 -0.055 0.112  19.950 11.682 21.112
# collide dist=2.56e-01
57 19.950 11.682 21.112  0.26  -0.058 0.248 0.021  19.892 11.931 21.133
56 19.892 11.931 21.133  0.33  0.199 0.269 -0.005  20.091 12.200 21.128
# X=106 Y=68 Z=105
# collide dist=1.86e-01
57 20.091 12.200 21.128  0.19  0.110 0.150 -0.003  20.201 12.350 21.125
32 20.201 12.350 21.125  0.22  -0.201 -0.053 -0.074  20.000 12.296 21.051
57 20.000 12.296 21.051  0.15  -0.139 -0.037 -0.051  19.861 12.259 21.000
# collide dist=4.07e-01
56 19.861 12.259 21.000  0.41  -0.371 -0.098 -0.136  19.489 12.161 20.864
35 19.489 12.161 20.864  0.14  -0.089 0.097 -0.038  19.400 12.258 20.826
# collide dist=3.11e-01
56 19.400 12.258 20.826  0.31  -0.203 0.219 -0.085  19.197 12.477 20.741
57 19.197 12.477 20.741  0.28  -0.006 -0.277 0.010  19.192 12.200 20.751
# collide dist=8.31e-02
56 19.192 12.200 20.751  0.08  -0.002 -0.083 0.003  19.190 12.117 20.753
# collide dist=2.14e-01
57 19.190 12.117 20.753  0.21  0.004 -0.108 0.185  19.194 12.009 20.938
# collide dist=7.36e-01
56 19.194 12.009 20.938  0.74  0.078 -0.094 -0.726  19.272 11.915 20.212
# collide dist=1.32e-01
57 19.272 11.915 20.212  0.13  0.078 -0.055 0.091  19.350 11.859 20.303
# collide dist=5.73e-01
56 19.350 11.859 20.303  0.57  -0.279 0.465 0.186  19.071 12.324 20.489
# collide dist=3.92e-02
57 19.071 12.324 20.489  0.04  -0.032 0.021 -0.006  19.039 12.346 20.483
# collide dist=3.03e+00
56 19.039 12.346 20.483  3.03  -1.370 -2.634 -0.598  17.669 9.712 19.885
57 17.669 9.712 19.885  0.18  0.131 -0.036 0.120  17.800 9.676 20.005
# collide dist=3.52e-01
56 17.800 9.676 20.005  0.35  0.254 -0.069 0.233  18.054 9.608 20.238
57 18.054 9.608 20.238  0.09  -0.054 0.050 -0.048  18.000 9.658 20.190
# collide dist=4.54e-02
56 18.000 9.658 20.190  0.05  -0.028 0.026 -0.025  17.972 9.684 20.165
55 17.972 9.684 20.165  0.05  0.031 0.006 0.035  18.003 9.690 20.200
# collide dist=2.40e-01
56 18.003 9.690 20.200  0.24  0.156 0.030 0.180  18.158 9.719 20.380
57 18.158 9.719 20.380  0.35  -0.091 -0.319 -0.125  18.068 9.400 20.255
# collide dist=1.23e+00
56 18.068 9.400 20.255  1.23  -0.314 -1.108 -0.433  17.754 8.292 19.821
57 17.754 8.292 19.821  0.17  -0.092 -0.092 -0.110  17.662 8.200 19.711
# collide dist=3.05e-01
56 17.662 8.200 19.711  0.30  -0.164 -0.165 -0.197  17.498 8.035 19.515
57 17.498 8.035 19.515  0.12  0.027 -0.038 -0.115  17.525 7.997 19.400
56 17.525 7.997 19.400  1.26  0.275 -0.389 -1.165  17.800 7.608 18.235
# X=92 Y=32 Z=76
# collide dist=1.31e+00
57 17.800 7.608 18.235  1.31  0.287 -0.406 -1.217  18.087 7.202 17.018
32 18.087 7.202 17.018  0.30  0.193 0.141 0.182  18.280 7.343 17.200
# X=106 Y=47 Z=99
# collide dist=1.80e-01
57 18.280 7.343 17.200  0.18  0.116 0.085 0.109  18.395 7.428 17.309
32 18.395 7.428 17.309  0.26  0.198 0.172 -0.033  18.594 7.600 17.276
# collide dist=9.56e-01
57 18.594 7.600 17.276  0.96  0.717 0.621 -0.119  19.310 8.221 17.158
# collide dist=2.03e-01
47 19.310 8.221 17.158  0.20  -0.071 0.188 -0.031  19.240 8.409 17.127
57 19.240 8.409 17.127  0.50  0.039 0.377 -0.327  19.279 8.786 16.800
47 19.279 8.786 16.800  1.22  0.096 0.922 -0.800  19.374 9.708 16.000
# collide dist=3.79e-01
41 19.374 9.708 16.000  0.38  0.030 0.285 -0.248  19.404 9.993 15.752
47 19.404 9.993 15.752  0.21  0.005 -0.193 0.076  19.409 9.800 15.829
41 19.409 9.800 15.829  0.22  0.005 -0.200 0.079  19.414 9.600 15.908
47 19.414 9.600 15.908  1.72  0.040 -1.600 0.632  19.454 8.000 16.539
# X=97 Y=33 Z=85
# collide dist=1.95e-01
57 19.454 8.000 16.539  0.20  0.005 -0.181 0.072  19.459 7.819 16.611
32 19.459 7.819 16.611  0.08  -0.028 -0.019 -0.071  19.431 7.800 16.540
# X=78 Y=26 Z=35
# collide dist=1.09e+00
57 19.431 7.800 16.540  1.09  -0.391 -0.258 -0.988  19.040 7.542 15.551
32 19.040 7.542 15.551  0.11  -0.064 -0.069 0.049  18.976 7.473 15.600
# X=87 Y=28 Z=83
# collide dist=5.92e-01
57 18.976 7.473 15.600  0.59  -0.356 -0.387 0.272  18.620 7.085 15.872
32 18.620 7.085 15.872  0.11  -0.049 -0.085 0.054  18.571 7.000 15.926
# X=90 Y=29 Z=82
# collide dist=3.28e-01
57 18.571 7.000 15.926  0.33  -0.142 -0.250 0.159  18.429 6.750 16.084
32 18.429 6.750 16.084  0.26  0.067 0.250 0.033  18.496 7.000 16.117
# collide dist=1.14e+00
57 18.496 7.000 16.117  1.14  0.293 1.092 0.142  18.789 8.092 16.259
# collide dist=2.03e-01
47 18.789 8.092 16.259  0.20  -0.139 -0.111 0.099  18.650 7.981 16.358
57 18.650 7.981 16.358  0.74  0.399 0.619 -0.054  19.049 8.600 16.304
47 19.049 8.600 16.304  2.50  1.351 2.097 -0.183  20.400 10.697 16.122
# X=112 Y=69 Z=79
# collide dist=6.23e-03
57 20.400 10.697 16.122  0.01  0.003 0.005 -0.000  20.403 10.702 16.121
32 20.403 10.702 16.121  0.14  -0.066 -0.029 -0.121  20.337 10.673 16.000
57 20.337 10.673 16.000  0.47  -0.217 -0.097 -0.400  20.120 10.576 15.600
47 20.120 10.576 15.600  0.26  -0.120 -0.054 -0.221  20.000 10.522 15.379
# collide dist=4.39e-01
57 20.000 10.522 15.379  0.44  -0.205 -0.092 -0.378  19.795 10.430 15.002
52 19.795 10.430 15.002  0.01  0.005 0.006 -0.004  19.800 10.437 14.998
# X=113 Y=70 Z=64
# collide dist=5.54e-01
57 19.800 10.437 14.998  0.55  0.321 0.392 -0.223  20.121 10.829 14.775
32 20.121 10.829 14.775  0.19  -0.121 -0.040 -0.143  20.000 10.789 14.631
# collide dist=8.30e-01
57 20.000 10.789 14.631  0.83  -0.522 -0.174 -0.621  19.478 10.614 14.010
52 19.478 10.614 14.010  0.02  -0.008 -0.014 -0.018  19.470 10.600 13.992
# collide dist=4.45e+00
57 19.470 10.600 13.992  4.45  -1.381 -2.625 -3.314  18.089 7.975 10.677
52 18.089 7.975 10.677  0.20  -0.007 0.183 -0.077  18.082 8.158 10.600
57 18.082 8.158 10.600  0.48  -0.017 0.442 -0.186  18.065 8.600 10.414
# collide dist=2.31e-01
52 18.065 8.600 10.414  0.23  -0.008 0.213 -0.090  18.056 8.813 10.324
57 18.056 8.813 10.324  0.11  -0.056 -0.077 0.051  18.000 8.736 10.374
# collide dist=6.26e-01
52 18.000 8.736 10.374  0.63  -0.326 -0.446 0.295  17.674 8.290 10.669
57 17.674 8.290 10.669  0.17  0.128 -0.083 -0.069  17.802 8.207 10.600
# collide dist=1.47e-01
52 17.802 8.207 10.600  0.15  0.112 -0.073 -0.060  17.914 8.135 10.540
# X=96 Y=32 Z=57
# collide dist=1.60e-01
57 17.914 8.135 10.540  0.16  0.091 -0.113 0.065  18.005 8.021 10.605
32 18.005 8.021 10.605  0.31  0.140 -0.188 0.195  18.146 7.833 10.800
# X=94 Y=33 Z=59
# collide dist=1.09e+00
57 18.146 7.833 10.800  1.09  0.501 -0.671 0.697  18.647 7.162 11.497
32 18.647 7.162 11.497  0.31  0.153 -0.054 0.264  18.800 7.108 11.761
# X=98 Y=33 Z=66
57 18.800 7.108 11.761  1.92  0.951 -0.335 1.639  19.751 6.772 13.400
32 19.751 6.772 13.400  0.00  0.000 -0.000 0.000  19.751 6.772 13.400
### escape
### CGp=(-3.000,-3.000,-1.000)     CGw=(0.000,0.000,1.000) 
0 28.971 15.000 37.728  0.90  -0.636 0.000 -0.636  28.334 15.000 37.092
0 28.334 15.000 37.092  0.00  -0.000 0.000 -0.000  28.334 15.000 37.092
1 28.334 15.000 37.092  0.10  -0.071 0.000 -0.071  28.263 15.000 37.021
5 28.263 15.000 37.021  1.00  -0.707 0.000 -0.707  27.556 15.000 36.314
# collide dist=6.86e+00
3 27.556 15.000 36.314  6.86  -4.847 0.000 -4.847  22.709 15.000 31.466
3 22.709 15.000 31.466  2.27  -0.746 -1.372 -1.651  21.963 13.628 29.815
1 21.963 13.628 29.815  1.35  -0.445 -0.817 -0.984  21.519 12.811 28.832
1 21.519 12.811 28.832  0.00  -0.000 -0.000 -0.000  21.519 12.811 28.832
#  entering Box at 2.80
0 21.519 12.811 28.832  2.80  -0.918 -1.688 -2.032  20.600 11.123 26.800
32 20.600 11.123 26.800  0.00  -0.000 -0.000 -0.000  20.600 11.123 26.800
#  entering Box at 0.00
0 20.600 11.123 26.800  0.00  -0.000 -0.000 -0.000  20.600 11.123 26.800
32 20.600 11.123 26.800  5.50  -1.807 -3.323 -3.999  18.793 7.800 22.801
# X=93 Y=38 Z=114
57 18.793 7.800 22.801  0.00  -0.000 -0.001 -0.001  18.793 7.799 22.800
32 18.793 7.799 22.800  0.28  -0.090 -0.166 -0.200  18.703 7.633 22.600
# X=93 Y=37 Z=112
57 18.703 7.633 22.600  0.28  -0.090 -0.166 -0.200  18.612 7.467 22.400
32 18.612 7.467 22.400  0.04  -0.012 -0.023 -0.027  18.600 7.444 22.373
# X=87 Y=26 Z=99
# collide dist=1.13e+00
57 18.600 7.444 22.373  1.13  -0.372 -0.683 -0.822  18.228 6.761 21.550
32 18.228 6.761 21.550  0.07  -0.062 0.039 0.015  18.167 6.800 21.565
57 18.167 6.800 21.565  1.65  -1.367 0.866 0.326  16.800 7.666 21.891
# collide dist=1.18e+00
56 16.800 7.666 21.891  1.18  -0.974 0.617 0.232  15.826 8.283 22.123
57 15.826 8.283 22.123  0.22  0.174 -0.100 -0.101  16.000 8.183 22.022
56 16.000 8.183 22.022  1.38  1.069 -0.613 -0.622  17.069 7.570 21.400
# X=95 Y=32 Z=101
# collide dist=7.83e-01
57 17.069 7.570 21.400  0.78  0.606 -0.348 -0.353  17.675 7.222 21.047
32 17.675 7.222 21.047  0.14  -0.129 -0.022 0.059  17.547 7.200 21.106
# collide dist=6.66e-02
57 17.547 7.200 21.106  0.07  -0.060 -0.010 0.027  17.487 7.190 21.133
56 17.487 7.190 21.133  0.26  0.252 -0.005 0.067  17.739 7.185 21.200
# X=95 Y=35 Z=107
# collide dist=5.87e-01
57 17.739 7.185 21.200  0.59  0.567 -0.011 0.150  18.306 7.174 21.350
32 18.306 7.174 21.350  0.39  0.042 -0.374 -0.105  18.349 6.800 21.245
# X=92 Y=31 Z=105
57 18.349 6.800 21.245  0.63  0.067 -0.600 -0.168  18.416 6.200 21.077
32 18.416 6.200 21.077  0.00  0.000 -0.000 -0.000  18.416 6.200 21.077
### escape
